Date,Culture,Variety,Nombre,Poids (kg),Section
2021-08-30,Poivron,Twingo,24,0.89,D
2021-08-30,Poivron,Escamillo,24,1.506,D
2021-08-30,Poivron,Aura jaune,24,1.534,D
2021-08-30,Poivron,Rouge,24,2.586,D
2021-08-30,Poivron,Hongrois orange,24,1.772,D
2021-08-30,Poivron,Hongrois rouge,24,1.678,D
2021-08-30,Poivron,Aura orange,24,0.664,D
2021-08-30,Poivron,Cupid,24,2.672,D
2021-08-30,Poivron,Aura,24,1.048,G
2021-08-30,Poivron,Cupid,24,0.81,G
2021-09-01,Poivron,Carmen,24,1.58,D
2021-09-01,Poivron,Twingo,24,1.734,D
2021-09-01,Poivron,Rouge,24,2.802,D
2021-09-01,Poivron,Hongrois rouge,24,2.478,D
2021-09-01,Poivron,Hongrois orange,24,0.586,D
2021-09-01,Poivron,Aura orange,24,0.666,D
2021-09-01,Poivron,Cupid,24,3.338,D
2021-09-01,Poivron,Aura jaune,24,2.08,D
2021-09-03,Poivron,Aura jaune,24,1.324,G
2021-09-03,Poivron,Cupid,24,1.464,G
2021-09-03,Poivron,Cupid,24,0.862,D
2021-09-03,Poivron,Aura jaune,24,0.484,D
2021-09-03,Poivron,Aura orange,24,0.108,D
2021-09-03,Poivron,Hongrois orange,24,0.174,D
2021-09-03,Poivron,Hongrois rouge,24,0.838,D
2021-09-03,Poivron,Rouge,24,0.528,D
2021-09-03,Poivron,Twingo,24,0.246,D
2021-09-07,Poivron,Carmen,24,0.29,D
2021-09-07,Poivron,Rouge,24,0.75,D
2021-09-07,Poivron,Twingo,24,1.578,D
2021-09-07,Poivron,Escamillo,24,1.222,D
2021-09-07,Poivron,Hongrois rouge,24,1.808,D
2021-09-07,Poivron,Hongrois orange,24,0.57,D
2021-09-07,Poivron,Aura jaune,24,1.738,D
2021-09-07,Poivron,Cupid,24,2.882,D
2021-09-08,Poivron,Aura jaune,24,0.194,G
2021-09-08,Poivron,Cupid,24,1.652,G
2021-09-08,Poivron,Twingo,24,1.904,D
2021-09-08,Poivron,Carmen,24,0.115,D
2021-09-08,Poivron,Aura jaune,24,1.66,D
2021-09-08,Poivron,Escamillo,24,0.268,D
2021-09-08,Poivron,Aura orange,24,0.544,D
2021-09-08,Poivron,Rouge,24,0.566,D
2021-09-08,Poivron,Hongrois rouge,24,2.584,D
2021-09-08,Poivron,Cupid,24,1.748,D
2021-09-13,Poivron,Carmen,24,0.75,D
2021-09-13,Poivron,Twingo,24,1.048,D
2021-09-13,Poivron,Escamillo,24,0.108,D
2021-09-13,Poivron,Aura jaune,24,1.908,D
2021-09-13,Poivron,Aura orange,24,0.242,D
2021-09-13,Poivron,Cupid,24,2.108,D
2021-09-13,Poivron,Rouge,24,0.272,D
2021-09-13,Poivron,Hongrois orange,24,0.444,D
2021-09-13,Poivron,Hongrois rouge,24,1.342,D
2021-09-13,Poivron,Cupid,24,2.858,G
2021-09-13,Poivron,Aura,24,0.082,G
2021-09-15,Poivron,Carmen,24,2.87,D
2021-09-15,Poivron,Escamillo,24,0.292,D
2021-09-15,Poivron,Twingo,24,1.026,D
2021-09-15,Poivron,Rouge,24,0.698,D
2021-09-15,Poivron,Hongrois rouge,24,1.918,D
2021-09-15,Poivron,Hongrois orange,24,0.524,D
2021-09-15,Poivron,Cupid,24,1.778,D
2021-09-15,Poivron,Aura jaune,24,1.23,D
2021-09-15,Poivron,Aura orange,24,1.304,D
2021-09-15,Poivron,Cupid,24,3.212,G
2021-09-20,Poivron,Rouge,24,0.838,D
2021-09-20,Poivron,Hongrois rouge,24,0.254,D
2021-09-20,Poivron,Cupid,24,1.192,D
2021-09-20,Poivron,Aura jaune,24,0.998,D
2021-09-20,Poivron,Carmen,24,1.954,D
2021-09-20,Poivron,Escamillo,24,0.96,D
2021-09-20,Poivron,Twingo,24,0.994,D
2021-09-20,Poivron,Aura orange,24,0.162,D
2021-09-22,Poivron,Aura jaune,24,0.828,G
2021-09-22,Poivron,Cupid,24,5.206,G
2021-09-22,Poivron,Carmen,24,0.202,D
2021-09-22,Poivron,Escamillo,24,0.884,D
2021-09-22,Poivron,Aura jaune,24,0.138,D
2021-09-22,Poivron,Twingo,24,0.53,D
2021-09-22,Poivron,Rouge,24,0.514,D
2021-09-22,Poivron,Hongrois rouge,24,0.104,D
2021-09-22,Poivron,Cupid,24,0.29,D
2021-09-27,Poivron,Cupid,24,2.216,G
2021-09-27,Poivron,Aura,24,0.466,G
2021-09-27,Poivron,Carmen,24,0.548,D
2021-09-27,Poivron,Twingo,24,1.256,D
2021-09-27,Poivron,Escamillo,24,0.512,D
2021-09-27,Poivron,Aura jaune,24,0.49,D
2021-09-27,Poivron,Aura orange,24,0.476,D
2021-09-27,Poivron,Cupid,24,0.378,D
2021-09-27,Poivron,Hongrois orange,24,0.172,D
2021-09-29,Poivron,Aura,24,0.82,G
2021-09-29,Poivron,Cupid,24,1.664,G
2021-09-29,Poivron,Escamillo,24,0.104,D
2021-09-29,Poivron,Carmen,24,0.814,D
2021-09-29,Poivron,Twingo,24,1.058,D
2021-09-29,Poivron,Hongrois rouge,24,0.162,D
2021-09-29,Poivron,Aura jaune,24,0.444,D
2021-09-29,Poivron,Aura orange,24,0.236,D
2021-09-29,Poivron,Rouge,24,0.296,D
2021-09-29,Poivron,Jalapeno,24,1.304,D
2021-09-29,Poivron,Cupid,24,0.486,D
2021-10-06,Poivron,Hongrois rouge,24,0.304,D
2021-10-06,Poivron,Hongrois orange,24,0.03,D
2021-10-06,Poivron,Rouge,24,0.536,D
2021-10-06,Poivron,Aura jaune,24,0.506,D
2021-10-06,Poivron,Escamillo,24,0.772,D
2021-10-06,Poivron,Twingo,24,1.544,D
2021-10-06,Poivron,Carmen,24,0.96,D
2021-10-06,Poivron,Aura orange,24,0.472,D
2021-10-06,Poivron,Cupid,24,0.428,D
2021-10-06,Poivron,Aura,24,1.074,G
2021-10-06,Poivron,Cupid,24,1.852,G
2021-10-13,Poivron,Rouge,24,0.768,D
2021-10-13,Poivron,Hongrois orange,24,0.17,D
2021-10-13,Poivron,Hongrois rouge,24,0.134,D
2021-10-13,Poivron,Cupid,24,0.638,D
2021-10-13,Poivron,Aura orange,24,0.434,D
2021-10-13,Poivron,Aura jaune,24,0.424,D
2021-10-13,Poivron,Escamillo,24,1.694,D
2021-10-13,Poivron,Twingo,24,5.292,D
2021-10-13,Poivron,Carmen,24,2.186,D
2021-10-13,Poivron,Aura,24,1.488,G
2021-10-13,Poivron,Cupid,24,3.188,G
2021-10-14,Poivron,Twingo,24,6.788,D
2021-10-14,Poivron,Carmen,24,2.718,D
2021-10-14,Poivron,Escamillo,24,1.738,D
2021-10-14,Poivron,Aura,24,5.39,D
2021-10-18,Poivron,Cupid,24,1.644,G
2021-10-18,Poivron,Cupid,24,8.486,G
2021-10-18,Poivron,Aura,24,2.448,G
2021-10-18,Poivron,Cupid,24,0.396,D
2021-10-18,Poivron,Cupid,24,4.208,D
2021-10-19,Poivron,Aura,24,2.874,D
2021-10-19,Poivron,Hongrois orange,24,1.23,D
2021-10-19,Poivron,Rouge,24,0.75,D
2021-10-19,Poivron,Rouge,24,0.86,D
2021-10-19,Poivron,Hongrois rouge,24,0.166,D
2021-10-19,Poivron,Hongrois rouge,24,1.208,D
2021-05-27,Radis,Sora,24,6.4,A
2021-05-27,Radis,French Breakfast,24,4.34,A
2021-06-03,Radis,Pink Beauty,24,2.26,A
2021-06-03,Radis,Sora,24,3.152,A
2021-06-03,Radis,French Breakfast,24,2.06,A
2021-06-07,Radis,Sora,24,2.442,A
2021-06-07,Radis,Pink Beauty,24,2.068,A
2021-06-09,Radis,French Breakfast,24,2.82,A
2021-06-09,Radis,Pink Beauty,24,2.882,A
2021-09-16,Persil,Plat,24,0.096,Vertical
2021-09-16,Sariette,Sariette,24,0.068,Vertical
2021-09-16,Sauge,Sauge,24,0.362,Vertical
2021-09-16,Shiso,Vert,24,0.808,Vertical
2021-09-16,Thym,Thym,24,0.158,Vertical
2021-09-20,Origan,Origan,24,0.078,Vertical
2021-09-20,Sariette,Sariette,24,0.08,Vertical
2021-09-20,Thym,Thym,24,0.086,Vertical
2021-09-22,Menthe,Menthe,24,0.25,Vertical
2021-09-22,Origan,Origan,24,0.096,Vertical
2021-09-22,Sariette,Sariette,24,0.07,Vertical
2021-09-22,Shiso,Vert,24,0.278,Vertical
2021-09-22,Shiso,Rouge,24,0.54,Vertical
2021-09-22,Thym,Thym,24,0.078,Vertical
2021-09-29,Menthe,Menthe,24,0.952,Vertical
2021-09-29,Origan,Origan,24,0.66,Vertical
2021-09-29,Sariette,Sariette,24,1.36,Vertical
2021-09-29,Sauge,Sauge,24,1.438,Vertical
2021-09-29,Shiso,Rouge,24,0.964,Vertical
2021-09-29,Shiso,Vert,24,1.25,Vertical
2021-10-04,Tagete,Tagete,24,0.098,Vertical
2021-10-05,Tagete,Tagete,24,0.456,Vertical
2021-10-06,Tagete,Tagete,24,0.044,Vertical
2021-09-29,Thym,Thym,24,1.058,Vertical
2021-10-01,Persil,Frise,24,1.848,Vertical
2021-10-01,Persil,Plat,24,3.88,Vertical
2021-10-05,Origan,Origan,24,0.22,Vertical
2021-10-05,Shiso,Vert,24,0.686,Vertical
2021-10-06,Liveche,Liveche,24,1.988,Vertical
2021-10-06,Origan,Origan,24,0.368,Vertical
2021-10-06,Thym,Thym,24,0.032,Vertical
2021-10-07,Estragon,Mexicain,24,0.63,Vertical
2021-10-07,Melisse,Melisse,24,0.542,Vertical
2021-07-14,Tomate,Tomate,24,1.974,C
2021-07-21,Tomate,Tomate,24,0.154,G
2021-07-21,Tomate,Tomate,24,3.316,C
2021-07-28,Tomate,Eva Purple Ball,24,0.87,G
2021-07-28,Tomate,Jaune flambee,24,2.098,G
2021-07-28,Tomate,Don Juan,24,0.29,C
2021-07-28,Tomate,Tasmanian Chocolate,24,1.736,C
2021-07-28,Tomate,Fiaschetto,24,0.648,C
2021-07-28,Tomate,Siberienne rose,24,8.048,C
2021-07-28,Tomate,Glacier ?,24,7.352,C
2021-07-30,Tomate,Glacier,24,3.582,C
2021-07-30,Tomate,Fiaschetto,24,0.61,C
2021-07-30,Tomate,Siberienne rose,24,5.86,C
2021-08-02,Tomate,Tasmanian Chocolate,24,2.42,C
2021-08-02,Tomate,Don Juan,24,0.25,C
2021-08-02,Tomate,Siberienne rose,24,3.05,C
2021-08-02,Tomate,Fiaschetto,24,1.5,C
2021-08-02,Tomate,Glacier,24,0.725,C
2021-08-02,Tomate,Eva Purple Ball,24,1.85,G
2021-08-02,Tomate,Jaune flambee,24,1.82,G
2021-08-04,Tomate,Earl of Edgecomb,24,0.264,C
2021-08-04,Tomate,Golden Queen,24,3.142,C
2021-08-04,Tomate,Don Juan,24,0.34,C
2021-08-04,Tomate,Siberienne rose,24,3.761,C
2021-08-04,Tomate,Faschietto,24,2.094,C
2021-08-04,Tomate,Tasmanian Chocolate,24,2.006,C
2021-08-04,Tomate,Glacier,24,1.9,C
2021-08-04,Tomate,Jaune,24,0.99,C
2021-08-04,Tomate,Eva Purple Ball,24,1.745,G
2021-08-04,Tomate,Jaune flambee,24,1.924,G
2021-08-06,Tomate,Eva Purple Ball,24,0.978,G
2021-08-06,Tomate,Jaune flambee,24,1.414,G
2021-08-06,Tomate,Glacier,24,4.088,C
2021-08-06,Tomate,Earl of Edgecomb,24,2.908,C
2021-08-06,Tomate,Golden Queen,24,6.342,C
2021-08-06,Tomate,Tasmanian Chocolate,24,2.506,C
2021-08-06,Tomate,Don Juan,24,0.376,C
2021-08-06,Tomate,Fiaschetto,24,2.79,C
2021-08-06,Tomate,Siberienne rose,24,10.292,C
2021-08-09,Tomate,Eva Purple Ball,24,1.946,G
2021-08-09,Tomate,Jaune flambee,24,2.07,G
2021-08-09,Tomate,Don Juan,24,2.352,C
2021-08-09,Tomate,Tasmanian Chocolate,24,4.819,C
2021-08-09,Tomate,Fiaschetto,24,6.067,C
2021-08-09,Tomate,Earl of Edgecomb,24,6.044,C
2021-08-09,Tomate,Golden Queen,24,11.021,C
2021-08-09,Tomate,Glacier,24,10.452,C
2021-08-09,Tomate,Galina,24,0.102,C
2021-08-09,Tomate,Siberienne rose,24,7.098,C
2021-08-10,Tomate,Earl of Edgecomb,24,2.118,C
2021-08-11,Tomate,Eva Purple Ball,24,1.75,G
2021-08-11,Tomate,Jaune flambee,24,2.072,G
2021-08-11,Tomate,Earl of Edgecomb,24,10.46,C
2021-08-11,Tomate,Jaune flambee ?,24,2.072,C
2021-08-11,Tomate,Glacier,24,5.82,C
2021-08-11,Tomate,Tasmanian Chocolate,24,3.416,C
2021-08-11,Tomate,Golden Queen,24,9.414,C
2021-08-11,Tomate,Siberienne rose,24,5.155,C
2021-08-11,Tomate,Don Juan,24,1.195,C
2021-08-11,Tomate,Fiaschetto,24,2.057,C
2021-08-13,Tomate,Eva Purple Ball,24,1.198,G
2021-08-13,Tomate,Jaune flambee,24,1.098,G
2021-08-13,Tomate,Don Juan,24,1.21,C
2021-08-13,Tomate,Tasmanian Chocolate,24,3.346,C
2021-08-13,Tomate,Fiaschetto,24,3.794,C
2021-08-13,Tomate,Siberienne rose,24,8.466,C
2021-08-13,Tomate,Earl of Edgecomb,24,12.478,C
2021-08-13,Tomate,Golden Queen,24,6.744,C
2021-08-13,Tomate,Glacier,24,6.534,C
2021-08-16,Tomate,Siberienne rose,24,11.478,C
2021-08-16,Tomate,Don Juan,24,0.52,C
2021-08-16,Tomate,Tasmanian Chocolate,24,0.382,C
2021-08-16,Tomate,Eva Purple Ball,24,1.022,G
2021-08-16,Tomate,Jaune flambee,24,1.604,G
2021-08-16,Tomate,Earl of Edgecomb,24,4.114,C
2021-08-16,Tomate,Golden Queen,24,4.644,C
2021-08-16,Tomate,Fiaschetto,24,1.198,C
2021-08-16,Tomate,Glacier,24,2.842,C
2021-08-18,Tomate,Don Juan,24,5.51,C
2021-08-18,Tomate,Tasmanian Chocolate,24,8.116,C
2021-08-18,Tomate,Fiaschetto,24,6.49,C
2021-08-18,Tomate,Siberienne rose,24,9.156,C
2021-08-18,Tomate,Eva Purple Ball,24,1.662,G
2021-08-18,Tomate,Jaune flambee,24,0.848,G
2021-08-20,Tomate,Golden Queen,24,3.704,C
2021-08-20,Tomate,Earl of Edgecomb,24,9.97,C
2021-08-20,Tomate,Siberienne rose,24,11.078,C
2021-08-20,Tomate,Glacier,24,7.134,C
2021-08-20,Tomate,Tasmanian Chocolate,24,4.5,C
2021-08-20,Tomate,Don Juan,24,1.722,C
2021-08-20,Tomate,Fiaschetto,24,1.292,C
2021-08-23,Tomate,Don Juan,24,6.55,C
2021-08-23,Tomate,Tasmanian Chocolate,24,5.158,C
2021-08-23,Tomate,Fiaschetto,24,5.14,C
2021-08-23,Tomate,Earl of Edgecomb,24,7.728,C
2021-08-23,Tomate,Golden Queen,24,11.332,C
2021-08-23,Tomate,Siberienne rose,24,11.958,C
2021-08-23,Tomate,Glacier,24,6.822,C
2021-08-25,Tomate,Eva Purple Ball,24,3.91,G
2021-08-25,Tomate,Jaune flambee,24,2.13,G
2021-08-25,Tomate,Don Juan,24,8.5,C
2021-08-25,Tomate,Tasmanian Chocolate,24,4.06,C
2021-08-25,Tomate,Fiaschetto,24,2.568,C
2021-08-25,Tomate,Siberienne rose,24,5.366,C
2021-08-25,Tomate,Earl of Edgecomb,24,2.768,C
2021-08-25,Tomate,Glacier,24,3.984,C
2021-08-25,Tomate,Golden Queen,24,6.83,C
2021-08-27,Tomate,Don Juan,24,2.432,C
2021-08-27,Tomate,Fiaschetto,24,1.388,C
2021-08-27,Tomate,Tasmanian Chocolate,24,3.456,C
2021-08-27,Tomate,Siberienne rose,24,3.788,C
2021-08-27,Tomate,Glacier,24,2.652,C
2021-08-27,Tomate,Golden Queen,24,1.692,C
2021-08-27,Tomate,Earl of Edgecomb,24,1.03,C
2021-08-30,Tomate,Don Juan,24,1.43,C
2021-08-30,Tomate,Tasmanian Chocolate,24,0.28,C
2021-08-30,Tomate,Fiaschetto,24,1.824,C
2021-08-30,Tomate,Earl of Edgecomb,24,3.46,C
2021-08-30,Tomate,Golden Queen,24,4.186,C
2021-08-30,Tomate,Eva Purple Ball,24,1.942,G
2021-08-30,Tomate,Jaune flambee,24,1.742,G
2021-09-01,Tomate,Don Juan,24,7.17,C
2021-09-01,Tomate,Tasmanian Chocolate,24,2.116,C
2021-09-01,Tomate,Siberienne rose,24,11.96,C
2021-09-01,Tomate,Glacier,24,8.922,C
2021-09-01,Tomate,Golden Queen,24,5.046,C
2021-09-01,Tomate,Earl of Edgecomb,24,2.378,C
2021-09-01,Tomate,Fiaschetto,24,1.332,C
2021-09-03,Tomate,Eva Purple Ball,24,2.116,G
2021-09-03,Tomate,Jaune flambee,24,3.284,G
2021-09-03,Tomate,Siberienne rose,24,3.24,C
2021-09-07,Tomate,Tasmanian Chocolate,24,1.778,C
2021-09-07,Tomate,Don Juan,24,3.286,C
2021-09-07,Tomate,Golden Queen,24,9.588,C
2021-09-07,Tomate,Jaune flambee,24,1.392,G
2021-09-07,Tomate,Earl of Edgecomb,24,0.838,C
2021-09-07,Tomate,Siberienne rose,24,0.62,C
2021-09-07,Tomate,Glacier,24,0.176,C
2021-09-08,Tomate,Eva Purple Ball,24,0.34,G
2021-09-08,Tomate,Jaune flambee,24,0.278,G
2021-09-08,Tomate,Fiaschetto,24,2.044,C
2021-09-08,Tomate,Tasmanian Chocolate,24,4.33,C
2021-09-08,Tomate,Don Juan,24,2.478,C
2021-09-08,Tomate,Siberienne rose,24,6.362,C
2021-09-08,Tomate,Golden Queen,24,3.25,C
2021-09-08,Tomate,Earl of Edgecomb,24,2.062,C
2021-09-08,Tomate,Glacier,24,4.808,C
2021-09-13,Tomate,Don Juan,24,2.462,C
2021-09-13,Tomate,Tasmanian Chocolate,24,2.732,C
2021-09-13,Tomate,Golden Queen,24,7.578,C
2021-09-13,Tomate,Earl of Edgecomb,24,2.73,C
2021-09-15,Tomate,Eva Purple Ball,24,1.556,G
2021-09-15,Tomate,Jaune flambee,24,1.482,G
2021-09-15,Tomate,Don Juan,24,2.878,C
2021-09-15,Tomate,Tasmanian Chocolate,24,5.978,C
2021-09-15,Tomate,Fiaschetto,24,1.804,C
2021-09-15,Tomate,Siberienne rose,24,8.26,C
2021-09-15,Tomate,Earl of Edgecomb,24,3.656,C
2021-09-15,Tomate,Golden Queen,24,6.448,C
2021-09-16,Tomate,Glacier,24,5.97,C
2021-09-16,Tomate,Earl of Edgecomb,24,0.586,C
2021-09-16,Tomate,Golden Queen,24,0.232,C
2021-09-20,Tomate,Don Juan,24,0.992,C
2021-09-20,Tomate,Tasmanian Chocolate,24,2.872,C
2021-09-20,Tomate,Earl of Edgecomb,24,1.932,C
2021-09-20,Tomate,Golden Queen,24,5.788,C
2021-09-20,Tomate,Eva Purple Ball,24,1.146,G
2021-09-22,Tomate,Eva Purple Ball,24,1.082,G
2021-09-22,Tomate,Jaune flambee,24,2.442,G
2021-09-22,Tomate,Golden Queen,24,3.448,C
2021-09-22,Tomate,Siberienne rose,24,6.492,C
2021-09-22,Tomate,Tasmanian Chocolate,24,2.69,C
2021-09-22,Tomate,Fiaschetto,24,2.44,C
2021-09-22,Tomate,Glacier,24,3.758,C
2021-09-22,Tomate,Earl of Edgecomb,24,1.196,C
2021-09-27,Tomate,Don Juan,24,0.916,C
2021-09-27,Tomate,Tasmanian Chocolate,24,2.17,C
2021-09-27,Tomate,Golden Queen,24,2.954,C
2021-09-27,Tomate,Earl of Edgecomb,24,1.698,C
2021-09-27,Tomate,Eva Purple Ball,24,2.076,G
2021-09-27,Tomate,Jaune flambee,24,2.088,G
2021-09-29,Tomate,Eva Purple Ball,24,0.422,G
2021-09-29,Tomate,Jaune flambee,24,1.434,G
2021-09-29,Tomate,Fiaschetto,24,2.016,C
2021-09-29,Tomate,Tasmanian Chocolate,24,3.22,C
2021-09-29,Tomate,Don Juan,24,1.366,C
2021-09-29,Tomate,Siberienne rose,24,5.354,C
2021-09-29,Tomate,Golden Queen,24,0.576,C
2021-09-29,Tomate,Glacier,24,1.068,C
2021-10-06,Tomate,Eva Purple Ball,24,0.968,G
2021-10-06,Tomate,Jaune flambee,24,0.552,G
2021-10-06,Tomate,Glacier,24,2.36,C
2021-10-06,Tomate,Earl of Edgecomb,24,1.032,C
2021-10-06,Tomate,Golden Queen,24,3.698,C
2021-10-06,Tomate,Tasmanian Chocolate,24,2.5,C
2021-10-06,Tomate,Fiaschetto,24,1.566,C
2021-10-06,Tomate,Siberienne rose,24,3.482,C
2021-10-06,Tomate,Don Juan,24,0.82,C
2021-10-13,Tomate,Tasmanian Chocolate,24,5.592,C
2021-10-13,Tomate,Don Juan,24,0.868,C
2021-10-13,Tomate,Golden Queen,24,4.538,C
2021-10-13,Tomate,Earl of Edgecomb,24,2.632,C
2021-10-13,Tomate,Siberienne rose,24,3.668,C
2021-10-13,Tomate,Fiaschetto,24,2.02,C
2021-10-13,Tomate,Eva Purple Ball,24,1.174,G
2021-10-13,Tomate,Jaune flambee,24,1.02,G
2021-10-14,Tomate,Tasmanian Chocolate,24,12.948,C
2021-10-14,Tomate,Don Juan,24,4.438,C
2021-10-14,Tomate,Fiaschetto,24,5.204,C
2021-10-14,Tomate,Siberienne rose,24,8.408,C
2021-10-14,Tomate,Golden Queen,24,4.324,C
2021-10-18,Tomate,Eva Purple Ball,24,1.346,G
2021-10-18,Tomate,Eva Purple Ball,24,3.19,G
2021-10-18,Tomate,Jaune flambee,24,0.072,G
2021-10-18,Tomate,Jaune flambee,24,1.912,G
2021-10-18,Tomate,Siberienne rose,24,1.268,C
2021-10-18,Tomate,Siberienne rose,24,12.63,C
2021-10-18,Tomate,Mix,24,9.194,C
2021-10-20,Tomate,Mix,24,16.136,C
2021-07-21,Tomate cerise,Tomate cerise,24,0.576,G
2021-07-28,Tomate cerise,Galine,24,0.694,G
2021-07-28,Tomate cerise,Hybrid Cherry,24,0.384,G
2021-07-28,Tomate cerise,Orange,24,1.046,G
2021-07-28,Tomate cerise,Tomate cerise,24,1.096,C
2021-08-02,Tomate cerise,Hybrid Cherry,24,0.96,G
2021-08-02,Tomate cerise,Orange,24,0.456,G
2021-08-02,Tomate cerise,Galina,24,0.424,G
2021-08-02,Tomate cerise,?,24,0.755,C
2021-08-04,Tomate cerise,Hybrid Cherry,24,0.052,G
2021-08-04,Tomate cerise,Orange,24,0.264,G
2021-08-04,Tomate cerise,Galina,24,0.308,G
2021-08-06,Tomate cerise,?,24,1.796,C
2021-08-09,Tomate cerise,Hybrid Cherry,24,0.264,G
2021-08-09,Tomate cerise,Orange,24,0.524,G
2021-08-09,Tomate cerise,Galina,24,0.372,G
2021-08-09,Tomate cerise,?,24,0.3,C
2021-08-11,Tomate cerise,Galina,24,0.524,G
2021-08-11,Tomate cerise,Orange,24,0.508,G
2021-08-11,Tomate cerise,Hybrid Cherry,24,0.464,G
2021-08-13,Tomate cerise,Hybrid Cherry,24,0.23,G
2021-08-13,Tomate cerise,Orange,24,0.178,G
2021-08-13,Tomate cerise,Galina,24,0.29,G
2021-08-18,Tomate cerise,Hybrid Cherry,24,0.696,G
2021-08-18,Tomate cerise,Orange,24,1.542,G
2021-08-18,Tomate cerise,Galina,24,1.064,G
2021-08-25,Tomate cerise,Hybrid Cherry,24,0.53,G
2021-08-25,Tomate cerise,Orange,24,0.514,G
2021-08-25,Tomate cerise,Galina,24,0.81,G
2021-09-01,Tomate cerise,Galina,24,1.832,G
2021-09-01,Tomate cerise,Orange,24,1.276,G
2021-09-01,Tomate cerise,Hybrid Cherry,24,0.772,G
2021-09-08,Tomate cerise,Hybrid Cherry,24,0.236,G
2021-09-08,Tomate cerise,Orange,24,0.326,G
2021-09-08,Tomate cerise,Galina,24,0.926,G
2021-09-15,Tomate cerise,Hybrid Cherry,24,0.468,G
2021-09-15,Tomate cerise,Orange,24,0.736,G
2021-09-15,Tomate cerise,Galina,24,1.306,G
2021-09-22,Tomate cerise,Orange,24,0.332,G
2021-09-22,Tomate cerise,Galina,24,0.652,G
2021-09-22,Tomate cerise,Hybrid Cherry,24,0.462,G
2021-09-29,Tomate cerise,Galina,24,0.97,G
2021-09-29,Tomate cerise,Orange,24,0.604,G
2021-09-29,Tomate cerise,Hybrid Cherry,24,0.42,G
2021-10-06,Tomate cerise,Galine,24,0.258,G
2021-10-06,Tomate cerise,Orange,24,0.908,G
2021-10-06,Tomate cerise,Hybrid Cherry,24,0.27,G
2021-10-13,Tomate cerise,Hybrid Cherry,24,0.308,G
2021-10-13,Tomate cerise,Orange,24,0.306,G
2021-10-13,Tomate cerise,Galina,24,0.416,G
2021-10-25,Tomate cerise,Galina,24,0.318,G
2021-10-25,Tomate cerise,Hybrid Cherry,24,0.432,G
2021-07-21,Tomates,Tomates,24,0.442,C